code,kind,url
002487,price_adjusted,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.002487&klt=101&fqt=1&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
002487,price_raw,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.002487&klt=101&fqt=0&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
002487,valuation_start,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22002487%22%29%28TRADE_DATE%3D%272020-03-30%27%29&pageNumber=1&pageSize=5
002487,valuation_baseline,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22002487%22%29%28TRADE_DATE%3D%272021-01-04%27%29&pageNumber=1&pageSize=5
002487,valuation_peak,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22002487%22%29%28TRADE_DATE%3D%272022-07-20%27%29&pageNumber=1&pageSize=5
002487,valuation_current,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22002487%22%29%28TRADE_DATE%3D%272026-07-22%27%29&pageNumber=1&pageSize=5
300450,price_adjusted,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.300450&klt=101&fqt=1&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
300450,price_raw,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.300450&klt=101&fqt=0&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
300450,valuation_start,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300450%22%29%28TRADE_DATE%3D%272020-04-29%27%29&pageNumber=1&pageSize=5
300450,valuation_baseline,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300450%22%29%28TRADE_DATE%3D%272021-01-04%27%29&pageNumber=1&pageSize=5
300450,valuation_peak,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300450%22%29%28TRADE_DATE%3D%272021-11-12%27%29&pageNumber=1&pageSize=5
300450,valuation_current,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300450%22%29%28TRADE_DATE%3D%272026-07-22%27%29&pageNumber=1&pageSize=5
300693,price_adjusted,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.300693&klt=101&fqt=1&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
300693,price_raw,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.300693&klt=101&fqt=0&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
300693,valuation_start,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300693%22%29%28TRADE_DATE%3D%272020-04-01%27%29&pageNumber=1&pageSize=5
300693,valuation_baseline,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300693%22%29%28TRADE_DATE%3D%272021-01-04%27%29&pageNumber=1&pageSize=5
300693,valuation_peak,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300693%22%29%28TRADE_DATE%3D%272023-02-13%27%29&pageNumber=1&pageSize=5
300693,valuation_current,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300693%22%29%28TRADE_DATE%3D%272026-07-22%27%29&pageNumber=1&pageSize=5
300713,price_adjusted,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.300713&klt=101&fqt=1&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
300713,price_raw,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.300713&klt=101&fqt=0&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
300713,valuation_start,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300713%22%29%28TRADE_DATE%3D%272020-04-29%27%29&pageNumber=1&pageSize=5
300713,valuation_baseline,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300713%22%29%28TRADE_DATE%3D%272021-01-04%27%29&pageNumber=1&pageSize=5
300713,valuation_peak,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300713%22%29%28TRADE_DATE%3D%272020-11-25%27%29&pageNumber=1&pageSize=5
300713,valuation_current,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300713%22%29%28TRADE_DATE%3D%272026-07-22%27%29&pageNumber=1&pageSize=5
002506,price_adjusted,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.002506&klt=101&fqt=1&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
002506,price_raw,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.002506&klt=101&fqt=0&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
002506,valuation_start,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22002506%22%29%28TRADE_DATE%3D%272020-04-29%27%29&pageNumber=1&pageSize=5
002506,valuation_baseline,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22002506%22%29%28TRADE_DATE%3D%272021-01-04%27%29&pageNumber=1&pageSize=5
002506,valuation_peak,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22002506%22%29%28TRADE_DATE%3D%272020-08-18%27%29&pageNumber=1&pageSize=5
002506,valuation_current,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22002506%22%29%28TRADE_DATE%3D%272026-07-22%27%29&pageNumber=1&pageSize=5
