code,kind,url
600438,valuation_peak,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22600438%22%29%28TRADE_DATE%3D%272022-07-05%27%29&pageNumber=1&pageSize=5
600438,valuation_current,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22600438%22%29%28TRADE_DATE%3D%272026-07-22%27%29&pageNumber=1&pageSize=5
600438,main_fin,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_LICO_FN_CPD&columns=ALL&filter=%28SECURITY_CODE%3D%22600438%22%29&pageNumber=1&pageSize=500
600438,income,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_DMSK_FN_INCOME&columns=ALL&filter=%28SECURITY_CODE%3D%22600438%22%29&pageNumber=1&pageSize=500
600438,cashflow,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_DMSK_FN_CASHFLOW&columns=ALL&filter=%28SECURITY_CODE%3D%22600438%22%29&pageNumber=1&pageSize=500
600438,balance,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_DMSK_FN_BALANCE&columns=ALL&filter=%28SECURITY_CODE%3D%22600438%22%29&pageNumber=1&pageSize=500
601012,price_adjusted,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.601012&klt=101&fqt=1&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
601012,price_raw,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.601012&klt=101&fqt=0&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
601012,valuation_start,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22601012%22%29%28TRADE_DATE%3D%272020-03-23%27%29&pageNumber=1&pageSize=5
601012,valuation_baseline,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22601012%22%29%28TRADE_DATE%3D%272021-01-04%27%29&pageNumber=1&pageSize=5
601012,valuation_peak,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22601012%22%29%28TRADE_DATE%3D%272021-11-01%27%29&pageNumber=1&pageSize=5
601012,valuation_current,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22601012%22%29%28TRADE_DATE%3D%272026-07-22%27%29&pageNumber=1&pageSize=5
601012,main_fin,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_LICO_FN_CPD&columns=ALL&filter=%28SECURITY_CODE%3D%22601012%22%29&pageNumber=1&pageSize=500
601012,income,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_DMSK_FN_INCOME&columns=ALL&filter=%28SECURITY_CODE%3D%22601012%22%29&pageNumber=1&pageSize=500
601012,cashflow,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_DMSK_FN_CASHFLOW&columns=ALL&filter=%28SECURITY_CODE%3D%22601012%22%29&pageNumber=1&pageSize=500
601012,balance,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_DMSK_FN_BALANCE&columns=ALL&filter=%28SECURITY_CODE%3D%22601012%22%29&pageNumber=1&pageSize=500
300014,price_adjusted,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.300014&klt=101&fqt=1&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
300014,price_raw,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.300014&klt=101&fqt=0&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
300014,valuation_start,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300014%22%29%28TRADE_DATE%3D%272020-01-03%27%29&pageNumber=1&pageSize=5
300014,valuation_baseline,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300014%22%29%28TRADE_DATE%3D%272021-01-04%27%29&pageNumber=1&pageSize=5
300014,valuation_peak,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300014%22%29%28TRADE_DATE%3D%272021-11-26%27%29&pageNumber=1&pageSize=5
300014,valuation_current,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300014%22%29%28TRADE_DATE%3D%272026-07-22%27%29&pageNumber=1&pageSize=5
300438,price_adjusted,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.300438&klt=101&fqt=1&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
300438,price_raw,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.300438&klt=101&fqt=0&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
300438,valuation_start,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300438%22%29%28TRADE_DATE%3D%272020-05-25%27%29&pageNumber=1&pageSize=5
300438,valuation_baseline,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300438%22%29%28TRADE_DATE%3D%272021-01-04%27%29&pageNumber=1&pageSize=5
300438,valuation_peak,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300438%22%29%28TRADE_DATE%3D%272022-09-08%27%29&pageNumber=1&pageSize=5
300438,valuation_current,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22300438%22%29%28TRADE_DATE%3D%272026-07-22%27%29&pageNumber=1&pageSize=5
002518,price_adjusted,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.002518&klt=101&fqt=1&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
002518,price_raw,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=0.002518&klt=101&fqt=0&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
002518,valuation_start,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22002518%22%29%28TRADE_DATE%3D%272020-01-02%27%29&pageNumber=1&pageSize=5
002518,valuation_baseline,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22002518%22%29%28TRADE_DATE%3D%272021-01-04%27%29&pageNumber=1&pageSize=5
002518,valuation_peak,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22002518%22%29%28TRADE_DATE%3D%272023-01-11%27%29&pageNumber=1&pageSize=5
002518,valuation_current,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22002518%22%29%28TRADE_DATE%3D%272026-07-22%27%29&pageNumber=1&pageSize=5
603606,price_adjusted,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.603606&klt=101&fqt=1&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
603606,price_raw,https://push2his.eastmoney.com/api/qt/stock/kline/get?secid=1.603606&klt=101&fqt=0&beg=20190101&end=20260722&lmt=5000&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61
603606,valuation_start,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22603606%22%29%28TRADE_DATE%3D%272020-02-04%27%29&pageNumber=1&pageSize=5
603606,valuation_baseline,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22603606%22%29%28TRADE_DATE%3D%272021-01-04%27%29&pageNumber=1&pageSize=5
603606,valuation_peak,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22603606%22%29%28TRADE_DATE%3D%272022-07-20%27%29&pageNumber=1&pageSize=5
603606,valuation_current,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_VALUEANALYSIS_DET&columns=ALL&filter=%28SECURITY_CODE%3D%22603606%22%29%28TRADE_DATE%3D%272026-07-22%27%29&pageNumber=1&pageSize=5
603606,main_fin,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_LICO_FN_CPD&columns=ALL&filter=%28SECURITY_CODE%3D%22603606%22%29&pageNumber=1&pageSize=500
603606,income,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_DMSK_FN_INCOME&columns=ALL&filter=%28SECURITY_CODE%3D%22603606%22%29&pageNumber=1&pageSize=500
603606,cashflow,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_DMSK_FN_CASHFLOW&columns=ALL&filter=%28SECURITY_CODE%3D%22603606%22%29&pageNumber=1&pageSize=500
603606,balance,https://datacenter-web.eastmoney.com/api/data/v1/get?reportName=RPT_DMSK_FN_BALANCE&columns=ALL&filter=%28SECURITY_CODE%3D%22603606%22%29&pageNumber=1&pageSize=500
